S100C269.batch1	bacteria
S102C8068.batch1	bacteria
S102C866.batch1	bacteria
S104C448.batch1	bacteria
S105C1567.batch1	bacteria
S106C2086.batch1	bacteria
S106C576.batch1	bacteria
S106C874.batch1	bacteria
S108C30136.batch1	bacteria
S109C3461.batch1	bacteria
S114C345.batch1	bacteria
S114C919.batch1	bacteria
S115C786.batch1	bacteria
S116C71684.batch1	bacteria
S117C198.batch1	bacteria
S117C2560.batch1	bacteria
S117C380.batch1	bacteria
S117C469.batch1	bacteria
S119C2350.batch1	bacteria
S119C28730.batch1	bacteria
S119C462.batch1	bacteria
S120C11110.batch1	bacteria
S120C11617.batch1	bacteria
S120C1554.batch1	bacteria
S120C2090.batch1	bacteria
S121C127.batch1	bacteria
S121C65.batch1	bacteria
S122C111.batch1	bacteria
S122C171.batch1	bacteria
S124C1363.batch1	bacteria
S124C63.batch1	bacteria
S127C7720.batch1	bacteria
S128C404.batch1	bacteria
S130C78.batch1	bacteria
S132C1862.batch1	bacteria
S134C81.batch1	bacteria
S135C246.batch1	bacteria
S135C7.batch1	bacteria
S135C852.batch1	bacteria
S136C298.batch1	bacteria
S137C130.batch1	bacteria
S137C468.batch1	bacteria
S138C3490.batch1	bacteria
S138C777.batch1	bacteria
S143C104.batch1	bacteria
S144C74.batch1	bacteria
S145C333.batch1	bacteria
S146C1285.batch1	bacteria
S149C623.batch1	bacteria
S152C1726.batch1	bacteria
S160C1228.batch1	bacteria
S161C266.batch1	bacteria
S161C58.batch1	bacteria
S165C739.batch1	bacteria
S166C416.batch1	bacteria
S171C1324.batch1	bacteria
S176C94.batch1	bacteria
S180C1477.batch1	bacteria
S181C160.batch1	bacteria
S184C219.batch1	bacteria
S186C5192.batch1	bacteria
S187C112.batch1	bacteria
S187C139.batch1	bacteria
S187C4740.batch1	bacteria
S189C234.batch1	bacteria
S189C697.batch1	bacteria
S189C876.batch1	bacteria
S191C3661.batch1	bacteria
S192C5078.batch1	bacteria
S194C1135.batch1	bacteria
S194C1551.batch1	archaea
S197C12320.batch1	bacteria
S197C17790.batch1	bacteria
S197C2438.batch1	bacteria
S197C6767.batch1	bacteria
S1C163.batch1	bacteria
S200C1390.batch1	bacteria
S200C347.batch1	bacteria
S201C1979.batch1	bacteria
S201C311.batch1	bacteria
S203C5449.batch1	bacteria
S206C795.batch1	bacteria
S207C4669.batch1	bacteria
S207C5386.batch1	bacteria
S208C2448.batch1	bacteria
S209C1113.batch1	bacteria
S209C19370.batch1	bacteria
S209C2166.batch1	bacteria
S209C7775.batch1	bacteria
S20C602.batch1	bacteria
S210C482.batch1	bacteria
S211C3117.batch1	bacteria
S212C2155.batch1	bacteria
S221C3391.batch1	bacteria
S221C546.batch1	bacteria
S221C782.batch1	bacteria
S222C49.batch1	bacteria
S223C8.batch1	bacteria
S228C6016.batch1	bacteria
S229C3144.batch1	bacteria
S229C71.batch1	bacteria
S234C12110.batch1	bacteria
S234C627.batch1	bacteria
S235C309.batch1	bacteria
S242C325.batch1	bacteria
S245C1454.batch1	bacteria
S247C46111.batch1	bacteria
S248C2020.batch1	bacteria
S24C5404.batch1	bacteria
S252C478.batch1	bacteria
S253C210.batch1	bacteria
S253C60.batch1	bacteria
S257C1228.batch1	bacteria
S259C2.batch1	bacteria
S26C490.batch1	bacteria
S274C174.batch1	bacteria
S275C1369.batch1	bacteria
S276C106.batch1	bacteria
S276C83.batch1	bacteria
S27C19.batch1	bacteria
S27C401.batch1	bacteria
S283C1406.batch1	bacteria
