S235C1564	archaea
S10C150	archaea
S438C2094	archaea
S261C1248	bacteria
S516C1152	bacteria
S360C600	bacteria
S395C6860	bacteria
S90C71	bacteria
S19C453	bacteria
S392C1164	bacteria
S362C231	bacteria
S377C1882	bacteria
S15C3112	bacteria
S259C197	bacteria
S184C527	bacteria
S470C415	bacteria
S361C48	bacteria
S66C83	bacteria
S173C561	bacteria
S160C4711	bacteria
S260C378	bacteria
S452C334	bacteria
S476C1066	bacteria
S141C2202	bacteria
S172C1376	bacteria
S235C911	bacteria
S258C423	bacteria
S173C12713	bacteria
S397C935	bacteria
S264C580	bacteria
S37C205	bacteria
S473C124	bacteria
S514C1306	bacteria
S20C103	bacteria
S375C870	bacteria
S61C1003	bacteria
S264C1132	bacteria
S160C692	bacteria
S263C138	bacteria
S268C642	bacteria
S46C975	bacteria
S227C1494	bacteria
S152C874	bacteria
S111C190	bacteria
S335C371	bacteria
S327C33	bacteria
S288C1070	bacteria
S380C310	bacteria
S257C443	bacteria
S284C761	bacteria
S492C4874	bacteria
S36C61	bacteria
S141C881	bacteria
S480C2339	bacteria
S518C890	bacteria
S52C1198	bacteria
S497C12014	bacteria
S438C555	bacteria
S428C608	bacteria
S49C74	bacteria
S137C315	bacteria
S425C584	bacteria
S207C2190	bacteria
S239C1378	bacteria
S145C659	bacteria
S105C402	bacteria
S434C868	bacteria
S97C578	bacteria
S46C2021	bacteria
S418C1748	bacteria
S317C11	bacteria
S191C236	bacteria
S35C1295	bacteria
S305C1723	bacteria
S103C477	bacteria
S461C1467	bacteria
S206C23	bacteria
S99C2911	bacteria
S459C539	bacteria
S497C346	bacteria
S224C936	bacteria
S151C1591	bacteria
S245C10461	bacteria
S102C1262	bacteria
S255C1406	bacteria
S361C32730	bacteria
S269C1867	bacteria
S401C1474	bacteria
S236C1135	bacteria
S253C1292	bacteria
S398C2195	bacteria
S367C1660	bacteria
S398C576	bacteria
S10C195	bacteria
S403C491	bacteria
S361C86	bacteria
S400C709	bacteria
S141C473	bacteria
S36C1687	bacteria
S261C734	bacteria
S66C158	bacteria
S452C280	bacteria
S3C684	bacteria
S175C1782	bacteria
S163C90	bacteria
S450C7568	bacteria
S206C1903	bacteria
S416C254	bacteria
S264C326	bacteria
S404C492	bacteria
S106C37	bacteria
S210C180	bacteria
S103C26	bacteria
S156C228	bacteria
S250C145	bacteria
S55C519	bacteria
S46C1406	bacteria
S314C1561	bacteria
S509C413	bacteria
S452C322	bacteria
S419C296	bacteria
S58C373	bacteria
S401C301	bacteria
S491C15710	bacteria
